	precision	recall	f1-score	support
angry	0.6470588235294118	0.3235294117647059	0.4313725490196078	34.0
disgust	0.0	0.0	0.0	0.0
fear	0.0	0.0	0.0	0.0
happy	0.48717948717948717	0.2878787878787879	0.3619047619047619	66.0
sad	1.0	0.2923076923076923	0.4523809523809524	65.0
accuracy	0.296969696969697	0.296969696969697	0.296969696969697	0.296969696969697
macro avg	0.42684766214177977	0.1807431783902372	0.24913165266106443	165.0
weighted avg	0.7221445221445222	0.296969696969697	0.4118614718614719	165.0
